cohort_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20
2016-09,100.0,,,,,,,,,,,,,,,,,,,
2016-10,100.0,,,,,,0.37453183520599254,,,0.37453183520599254,,0.37453183520599254,,0.37453183520599254,,0.37453183520599254,,0.37453183520599254,0.7490636704119851,0.7490636704119851
2016-12,100.0,100.0,,,,,,,,,,,,,,,,,,
2017-01,100.0,0.2789400278940028,0.2789400278940028,0.1394700139470014,0.41841004184100417,0.1394700139470014,0.41841004184100417,0.1394700139470014,0.1394700139470014,,0.41841004184100417,0.1394700139470014,0.697350069735007,0.41841004184100417,0.1394700139470014,0.1394700139470014,0.2789400278940028,0.41841004184100417,0.1394700139470014,
2017-02,100.0,0.18427518427518427,0.3071253071253071,0.12285012285012285,0.42997542997543,0.12285012285012285,0.2457002457002457,0.18427518427518427,0.12285012285012285,0.18427518427518427,0.12285012285012285,0.3071253071253071,0.12285012285012285,0.18427518427518427,0.12285012285012285,0.06142506142506143,0.06142506142506143,0.18427518427518427,,
2017-03,100.0,0.43947263284059124,0.3595685177786656,0.3995205753096284,0.3595685177786656,0.15980823012385137,0.15980823012385137,0.31961646024770274,0.31961646024770274,0.07990411506192568,0.3595685177786656,0.11985617259288853,0.1997602876548142,0.11985617259288853,0.15980823012385137,0.23971234518577705,0.07990411506192568,0.11985617259288853,,
2017-04,100.0,0.6205673758865249,0.22163120567375888,0.1773049645390071,0.26595744680851063,0.26595744680851063,0.3546099290780142,0.31028368794326244,0.31028368794326244,0.1773049645390071,0.26595744680851063,0.08865248226950355,0.044326241134751775,0.044326241134751775,0.08865248226950355,0.08865248226950355,0.13297872340425532,,,
2017-05,100.0,0.463768115942029,0.463768115942029,0.2898550724637681,0.2898550724637681,0.3188405797101449,0.4057971014492754,0.14492753623188406,0.26086956521739135,0.26086956521739135,0.26086956521739135,0.34782608695652173,0.2318840579710145,0.028985507246376812,0.17391304347826086,0.2028985507246377,,,,
2017-06,100.0,0.49390846229832075,0.39512676983865663,0.4280540006585446,0.29634507737899246,0.39512676983865663,0.36219953901876856,0.23049061573921634,0.1317089232795522,0.19756338491932832,0.29634507737899246,0.36219953901876856,0.16463615409944024,0.16463615409944024,0.23049061573921634,,,,,
2017-07,100.0,0.5330490405117271,0.3464818763326226,0.2398720682302772,0.2931769722814499,0.21321961620469082,0.31982942430703626,0.10660980810234541,0.18656716417910446,0.26652452025586354,0.21321961620469082,0.2931769722814499,0.13326226012793177,0.2398720682302772,,,,,,
2017-08,100.0,0.6901651466600937,0.3450825733300468,0.27113630761646534,0.3450825733300468,0.5176238599950702,0.2957850628543258,0.27113630761646534,0.1478925314271629,0.1478925314271629,0.2464875523786049,0.1971900419028839,0.12324377618930245,,,,,,,
2017-09,100.0,0.6993006993006993,0.5494505494505495,0.27472527472527475,0.4495504495504496,0.2247752247752248,0.2247752247752248,0.24975024975024976,0.27472527472527475,0.17482517482517482,0.24975024975024976,0.07492507492507493,,,,,,,,
2017-10,100.0,0.7162661737523105,0.2541589648798521,0.09242144177449169,0.23105360443622922,0.20794824399260628,0.20794824399260628,0.36968576709796674,0.27726432532347506,0.18484288354898337,0.20794824399260628,,,,,,,,,
2017-11,100.0,0.5666525003541578,0.3683241252302026,0.16999575010624735,0.16999575010624735,0.1841620626151013,0.11333050007083156,0.1841620626151013,0.1274968125796855,0.05666525003541578,,,,,,,,,,
2017-12,100.0,0.20606968902210565,0.2810041213937804,0.3372049456725365,0.26227051330086176,0.20606968902210565,0.16860247283626825,0.018733608092918696,0.18733608092918697,,,,,,,,,,,
2018-01,100.0,0.33615901783104357,0.3653902367728734,0.29231218941829873,0.29231218941829873,0.1607717041800643,0.17538731365097923,0.233849751534639,,,,,,,,,,,,
2018-02,100.0,0.34981714103991096,0.3975194784544443,0.3021148036253776,0.25441246621084435,0.2226109079344888,0.20671012879631104,,,,,,,,,,,,,
2018-03,100.0,0.39858281665190437,0.29524653085326247,0.29524653085326247,0.11809861234130499,0.11809861234130499,,,,,,,,,,,,,,
2018-04,100.0,0.5925250683682771,0.3038590094196293,0.24308720753570343,0.13673655423883319,,,,,,,,,,,,,,,
2018-05,100.0,0.522594528127882,0.261297264063941,0.18444512757454656,,,,,,,,,,,,,,,,
2018-06,100.0,0.425531914893617,0.2723404255319149,,,,,,,,,,,,,,,,,
2018-07,100.0,0.5213588967373024,,,,,,,,,,,,,,,,,,
2018-08,100.0,,,,,,,,,,,,,,,,,,,
